slice,function,round_b,round_c,delta
bzip2::O0::bzip2,BZ2_blockSort,0.5455,0.6364,0.0909
bzip2::O0::bzip2,BZ2_bzWriteClose,0.2,0.8,0.6
bzip2::O0::bzip2,BZ2_bzdopen,0.5,1.0,0.5
bzip2::O0::bzip2,BZ2_bzopen,0.0,1.0,1.0
bzip2::O0::bzip2,compress,0.8571,1.0,0.1429
bzip2::O0::bzip2,panic,0.0,1.0,1.0
bzip2::O0::bzip2,redundant,0.0,1.0,1.0
bzip2::O0::bzip2,testf,0.75,1.0,0.25
bzip2::O0::bzip2,uncompress,0.9,1.0,0.1
bzip2::O0::bzip2,usage,0.0,1.0,1.0
bzip2::O2-noinline::bzip2,BZ2_bzdopen,0.5,1.0,0.5
bzip2::O2-noinline::bzip2,BZ2_bzopen,0.0,1.0,1.0
bzip2::O2-noinline::bzip2,panic,0.0,0.5,0.5
bzip2::O2-noinline::bzip2,redundant,0.0,0.5,0.5
bzip2::O2-noinline::bzip2,testf,0.0909,0.1818,0.0909
bzip2::O2-noinline::bzip2,uncompress,0.0345,0.069,0.0345
bzip2::O2-noinline::bzip2,usage,0.0,0.3333,0.3333
bzip2::O2::bzip2,BZ2_bzdopen,0.5,1.0,0.5
bzip2::O2::bzip2,BZ2_bzopen,0.0,1.0,1.0
bzip2::O2::bzip2,compressStream,0.3333,0.3704,0.037
bzip2::O2::bzip2,panic,0.0,0.5,0.5
bzip2::O2::bzip2,redundant,0.0,0.5,0.5
bzip2::O2::bzip2,testf,0.0667,0.1333,0.0667
bzip2::O2::bzip2,usage,0.0,0.3333,0.3333
coreutils::O0::basename,perform_basename,0.25,0.75,0.5
coreutils::O0::cat,main,0.6923,0.7308,0.0385
coreutils::O0::chcon,change_file_context,0.75,0.875,0.125
coreutils::O0::chgrp,describe_change,0.2222,0.6667,0.4444
coreutils::O0::chown,describe_change,0.2222,0.6667,0.4444
coreutils::O0::chown,main,0.6111,0.6667,0.0556
coreutils::O0::chroot,main,0.7308,0.7692,0.0385
coreutils::O0::chroot,parse_additional_groups,0.75,0.8333,0.0833
coreutils::O0::cksum,output_crc,0.375,0.5,0.125
coreutils::O0::cp,computecon,0.4444,0.5556,0.1111
coreutils::O0::cp,copy_dir,0.25,0.3,0.05
coreutils::O0::cp,copy_internal,0.5714,0.6032,0.0317
coreutils::O0::cp,copy_reg,0.6857,0.7143,0.0286
coreutils::O0::cp,create_hard_link,0.2727,0.3636,0.0909
coreutils::O0::cp,decode_preserve_arg,0.3333,0.4444,0.1111
coreutils::O0::cp,dir_name,0.0,0.5,0.5
coreutils::O0::cp,do_copy,0.5312,0.625,0.0938
coreutils::O0::cp,remember_copied,0.4,0.6,0.2
coreutils::O0::cp,set_file_security_ctx,0.6,0.8,0.2
coreutils::O0::cp,set_process_security_ctx,0.5,0.625,0.125
coreutils::O0::date,batch_convert,0.6,0.8,0.2
coreutils::O0::dd,ifd_reopen,0.8,1.0,0.2
coreutils::O0::dd,operand_is,0.0,1.0,1.0
coreutils::O0::df,decode_output_arg,0.5714,0.7143,0.1429
coreutils::O0::df,dir_name,0.0,0.5,0.5
coreutils::O0::df,get_dev,0.6,0.6667,0.0667
coreutils::O0::df,get_entry,0.0,0.5,0.5
coreutils::O0::df,get_header,0.6923,0.8462,0.1538
coreutils::O0::dir,align_nstrftime,0.2857,0.5714,0.2857
coreutils::O0::dir,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O0::dir,decode_line_length,0.5,1.0,0.5
coreutils::O0::dir,extract_dirs_from_files,0.5,0.625,0.125
coreutils::O0::dir,format_user_or_group,0.8,1.0,0.2
coreutils::O0::dir,format_user_or_group_width,0.6667,1.0,0.3333
coreutils::O0::dir,get_link_name,0.3333,0.6667,0.3333
coreutils::O0::dir,print_dir,0.5714,0.6429,0.0714
coreutils::O0::dir,queue_directory,0.25,0.75,0.5
coreutils::O0::dir,quote_name,0.4286,0.5714,0.1429
coreutils::O0::dir,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O0::dir,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::dir,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_name,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_size,0.0,1.0,1.0
coreutils::O0::dir,strcmp_df_width,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::dir,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::dircolors,append_entry,0.0909,0.2727,0.1818
coreutils::O0::du,print_size,0.0,0.5,0.5
coreutils::O0::du,show_date,0.1667,0.3333,0.1667
coreutils::O0::env,operand2sig,0.875,1.0,0.125
coreutils::O0::env,parse_block_signal_params,0.5,0.6667,0.1667
coreutils::O0::env,parse_signal_action_params,0.5714,0.7143,0.1429
coreutils::O0::env,parse_split_string,0.625,0.75,0.125
coreutils::O0::expr,str_value,0.0,0.5,0.5
coreutils::O0::fmt,get_paragraph,0.3333,0.6667,0.3333
coreutils::O0::ginstall,announce_mkdir,0.0,0.3333,0.3333
coreutils::O0::ginstall,change_attributes,0.5,0.75,0.25
coreutils::O0::ginstall,computecon,0.4444,0.5556,0.1111
coreutils::O0::ginstall,copy_dir,0.25,0.3,0.05
coreutils::O0::ginstall,copy_file,0.3333,0.6667,0.3333
coreutils::O0::ginstall,copy_internal,0.5714,0.6032,0.0317
coreutils::O0::ginstall,copy_reg,0.6857,0.7143,0.0286
coreutils::O0::ginstall,create_hard_link,0.2727,0.3636,0.0909
coreutils::O0::ginstall,dir_name,0.0,0.5,0.5
coreutils::O0::ginstall,install_file_in_dir,0.3636,0.5455,0.1818
coreutils::O0::ginstall,install_file_in_file,0.6667,0.8333,0.1667
coreutils::O0::ginstall,install_file_in_file_parents,0.0,0.6667,0.6667
coreutils::O0::ginstall,make_ancestor,0.4,0.6,0.2
coreutils::O0::ginstall,process_dir,0.2,0.6,0.4
coreutils::O0::ginstall,remember_copied,0.4,0.6,0.2
coreutils::O0::ginstall,set_file_security_ctx,0.6,0.8,0.2
coreutils::O0::ginstall,set_process_security_ctx,0.5,0.625,0.125
coreutils::O0::head,head,0.8571,1.0,0.1429
coreutils::O0::head,string_to_integer,0.5,1.0,0.5
coreutils::O0::head,write_header,0.0,0.5,0.5
coreutils::O0::join,advance_seq,0.5,0.75,0.25
coreutils::O0::join,getseq,0.5,0.75,0.25
coreutils::O0::join,string_to_join_field,0.5,0.75,0.25
coreutils::O0::join,system_join,0.4,0.5333,0.1333
coreutils::O0::kill,operand2sig,0.875,1.0,0.125
coreutils::O0::kill,print_table_row,0.6,0.8,0.2
coreutils::O0::ln,convert_abs_rel,0.0,0.3333,0.3333
coreutils::O0::ln,dir_name,0.0,0.5,0.5
coreutils::O0::ln,relpath,0.625,0.875,0.25
coreutils::O0::ls,align_nstrftime,0.2857,0.5714,0.2857
coreutils::O0::ls,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O0::ls,decode_line_length,0.5,1.0,0.5
coreutils::O0::ls,extract_dirs_from_files,0.5,0.625,0.125
coreutils::O0::ls,format_user_or_group,0.8,1.0,0.2
coreutils::O0::ls,format_user_or_group_width,0.6667,1.0,0.3333
coreutils::O0::ls,get_link_name,0.3333,0.6667,0.3333
coreutils::O0::ls,print_dir,0.5714,0.6429,0.0714
coreutils::O0::ls,queue_directory,0.25,0.75,0.5
coreutils::O0::ls,quote_name,0.4286,0.5714,0.1429
coreutils::O0::ls,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O0::ls,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::ls,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_name,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_size,0.0,1.0,1.0
coreutils::O0::ls,strcmp_df_width,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::ls,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::mkdir,announce_mkdir,0.0,0.3333,0.3333
coreutils::O0::mkdir,computecon,0.4444,0.5556,0.1111
coreutils::O0::mkdir,dir_name,0.0,0.5,0.5
coreutils::O0::mkdir,make_ancestor,0.5,0.6667,0.1667
coreutils::O0::mkdir,process_dir,0.2,0.4,0.2
coreutils::O0::mkfifo,computecon,0.4444,0.5556,0.1111
coreutils::O0::mkfifo,dir_name,0.0,0.5,0.5
coreutils::O0::mknod,computecon,0.4444,0.5556,0.1111
coreutils::O0::mknod,dir_name,0.0,0.5,0.5
coreutils::O0::mktemp,mkdtemp_len,0.5,0.75,0.25
coreutils::O0::mktemp,mkstemp_len,0.5,0.75,0.25
coreutils::O0::mv,computecon,0.4444,0.5556,0.1111
coreutils::O0::mv,copy_dir,0.25,0.3,0.05
coreutils::O0::mv,copy_internal,0.5714,0.6032,0.0317
coreutils::O0::mv,copy_reg,0.6857,0.7143,0.0286
coreutils::O0::mv,create_hard_link,0.2727,0.3636,0.0909
coreutils::O0::mv,dir_name,0.0,0.5,0.5
coreutils::O0::mv,main,0.8,0.84,0.04
coreutils::O0::mv,remember_copied,0.4,0.6,0.2
coreutils::O0::mv,set_file_security_ctx,0.6,0.8,0.2
coreutils::O0::mv,set_process_security_ctx,0.5,0.625,0.125
coreutils::O0::mv,write_protected_non_symlink,0.3333,1.0,0.6667
coreutils::O0::nl,process_file,0.0,1.0,1.0
coreutils::O0::numfmt,parse_human_number,0.4,1.0,0.6
coreutils::O0::numfmt,process_line,0.8,1.0,0.2
coreutils::O0::numfmt,process_suffixed_number,0.7778,0.8889,0.1111
coreutils::O0::numfmt,simple_strtod_float,0.5455,0.6364,0.0909
coreutils::O0::numfmt,simple_strtod_human,0.6667,0.7778,0.1111
coreutils::O0::od,parse_old_offset,0.6667,1.0,0.3333
coreutils::O0::od,write_block,0.6667,0.75,0.0833
coreutils::O0::pr,getoptnum,0.6,0.8,0.2
coreutils::O0::ptx,digest_break_file,0.3333,0.6667,0.3333
coreutils::O0::ptx,digest_word_file,0.2,0.4,0.2
coreutils::O0::realpath,process_path,0.3333,0.6667,0.3333
coreutils::O0::realpath,realpath_canon,0.25,0.5,0.25
coreutils::O0::realpath,relpath,0.625,0.875,0.25
coreutils::O0::rm,write_protected_non_symlink,0.3333,1.0,0.6667
coreutils::O0::rmdir,ignorable_failure,0.5,1.0,0.5
coreutils::O0::seq,seq_fast,0.6667,0.7222,0.0556
coreutils::O0::shred,dir_name,0.0,0.5,0.5
coreutils::O0::shred,do_wipefd,0.7222,0.8333,0.1111
coreutils::O0::shred,dopass,0.7143,0.7714,0.0571
coreutils::O0::shred,wipefd,0.2,0.4,0.2
coreutils::O0::shred,wipefile,0.1667,0.5,0.3333
coreutils::O0::shuf,read_input,0.4,0.5,0.1
coreutils::O0::sort,check,0.4,0.4667,0.0667
coreutils::O0::sort,compare_nodes,0.0,0.5,0.5
coreutils::O0::sort,fillbuf,0.7059,0.7647,0.0588
coreutils::O0::sort,incompatible_options,0.0,1.0,1.0
coreutils::O0::sort,merge,0.5,0.6,0.1
coreutils::O0::sort,merge_loop,0.2,0.6,0.4
coreutils::O0::sort,mergefiles,0.4286,0.7143,0.2857
coreutils::O0::sort,mergefps,0.4615,0.5385,0.0769
coreutils::O0::sort,mergelines_node,0.4,0.6,0.2
coreutils::O0::sort,parse_field_count,0.6,0.8,0.2
coreutils::O0::sort,proctab_comparator,0.0,0.5,0.5
coreutils::O0::sort,proctab_hasher,0.3333,0.6667,0.3333
coreutils::O0::sort,sort,0.4,0.55,0.15
coreutils::O0::sort,sort_die,0.5,1.0,0.5
coreutils::O0::sort,sortlines,0.5333,0.6667,0.1333
coreutils::O0::sort,specify_nmerge,0.625,0.75,0.125
coreutils::O0::sort,specify_nthreads,0.8,1.0,0.2
coreutils::O0::sort,specify_sort_size,0.8571,1.0,0.1429
coreutils::O0::sort,write_line,0.5,0.625,0.125
coreutils::O0::sort,write_unique,0.0,0.6667,0.6667
coreutils::O0::sort,xfclose,0.5,1.0,0.5
coreutils::O0::sort,xfopen,0.0,0.6667,0.6667
coreutils::O0::split,closeout,0.6667,0.7778,0.1111
coreutils::O0::stat,dir_name,0.0,0.5,0.5
coreutils::O0::stat,do_stat,0.5,0.7,0.2
coreutils::O0::stat,do_statfs,0.5,0.75,0.25
coreutils::O0::stat,out_mount_point,0.5556,0.6667,0.1111
coreutils::O0::stdbuf,dir_name,0.0,0.5,0.5
coreutils::O0::stdbuf,parse_size,0.75,1.0,0.25
coreutils::O0::stty,integer_arg,0.5,1.0,0.5
coreutils::O0::stty,recover_mode,0.25,0.5,0.25
coreutils::O0::stty,set_speed,0.5,0.75,0.25
coreutils::O0::tail,dump_remainder,0.5556,0.6667,0.1111
coreutils::O0::tail,tail,0.75,1.0,0.25
coreutils::O0::tail,tail_bytes,0.8889,1.0,0.1111
coreutils::O0::tail,tail_forever,0.8125,0.75,-0.0625
coreutils::O0::tail,tail_lines,0.875,1.0,0.125
coreutils::O0::tail,wd_comparator,0.0,0.5,0.5
coreutils::O0::tail,wd_hasher,0.3333,0.6667,0.3333
coreutils::O0::tail,write_header,0.0,0.5,0.5
coreutils::O0::timeout,operand2sig,0.875,1.0,0.125
coreutils::O0::timeout,parse_duration,0.6667,1.0,0.3333
coreutils::O0::touch,get_reldate,0.0,0.3333,0.3333
coreutils::O0::tr,append_char_class,0.3333,0.5,0.1667
coreutils::O0::tr,build_spec_list,0.4286,0.5,0.0714
coreutils::O0::tr,parse_str,0.25,0.5,0.25
coreutils::O0::tsort,new_item,0.0,0.5,0.5
coreutils::O0::uname,print_element_env,0.0,0.5,0.5
coreutils::O0::uniq,size_opt,0.6667,1.0,0.3333
coreutils::O0::uptime,print_uptime,0.7059,0.7647,0.0588
coreutils::O0::vdir,align_nstrftime,0.2857,0.5714,0.2857
coreutils::O0::vdir,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O0::vdir,decode_line_length,0.5,1.0,0.5
coreutils::O0::vdir,extract_dirs_from_files,0.5,0.625,0.125
coreutils::O0::vdir,format_user_or_group,0.8,1.0,0.2
coreutils::O0::vdir,format_user_or_group_width,0.6667,1.0,0.3333
coreutils::O0::vdir,get_link_name,0.3333,0.6667,0.3333
coreutils::O0::vdir,print_dir,0.5714,0.6429,0.0714
coreutils::O0::vdir,queue_directory,0.25,0.75,0.5
coreutils::O0::vdir,quote_name,0.4286,0.5714,0.1429
coreutils::O0::vdir,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O0::vdir,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::vdir,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_atime,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_btime,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_extension,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_name,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_size,0.0,1.0,1.0
coreutils::O0::vdir,strcmp_df_width,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O0::vdir,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O0::who,print_line,0.7647,0.9412,0.1765
coreutils::O2-noinline::basename,perform_basename,0.25,0.75,0.5
coreutils::O2-noinline::chcon,change_file_context,0.25,0.375,0.125
coreutils::O2-noinline::chgrp,describe_change,0.0909,0.5455,0.4545
coreutils::O2-noinline::chmod,describe_change,0.1818,0.2727,0.0909
coreutils::O2-noinline::chmod,mode_changed,0.8333,1.0,0.1667
coreutils::O2-noinline::chown,describe_change,0.0909,0.5455,0.4545
coreutils::O2-noinline::chroot,parse_additional_groups,0.3333,0.4167,0.0833
coreutils::O2-noinline::cksum,output_crc,0.2,0.3,0.1
coreutils::O2-noinline::cp,abandon_move,0.1667,0.3333,0.1667
coreutils::O2-noinline::cp,copy_dir,0.15,0.2,0.05
coreutils::O2-noinline::cp,copy_reg,0.3529,0.3824,0.0294
coreutils::O2-noinline::cp,create_hard_link,0.25,0.5,0.25
coreutils::O2-noinline::cp,create_hole,0.4,0.6,0.2
coreutils::O2-noinline::cp,decode_preserve_arg,0.1111,0.2222,0.1111
coreutils::O2-noinline::cp,emit_verbose,0.0,0.6,0.6
coreutils::O2-noinline::cp,overwrite_ok,0.25,0.375,0.125
coreutils::O2-noinline::cp,remember_copied,0.4,0.6,0.2
coreutils::O2-noinline::cp,set_file_security_ctx,0.2,0.4,0.2
coreutils::O2-noinline::cp,set_process_security_ctx,0.0,0.25,0.25
coreutils::O2-noinline::cp,sparse_copy,0.2917,0.375,0.0833
coreutils::O2-noinline::csplit,check_for_offset,0.0,0.3333,0.3333
coreutils::O2-noinline::date,batch_convert,0.3,0.4,0.1
coreutils::O2-noinline::dd,ifd_reopen,0.6,0.8,0.2
coreutils::O2-noinline::dd,skip,0.4,0.5,0.1
coreutils::O2-noinline::df,decode_output_arg,0.0,0.1667,0.1667
coreutils::O2-noinline::df,get_dev,0.2667,0.3,0.0333
coreutils::O2-noinline::df,get_entry,0.0,0.5,0.5
coreutils::O2-noinline::dir,basename_is_dot_or_dotdot,0.0,0.5,0.5
coreutils::O2-noinline::dir,decode_line_length,0.5,1.0,0.5
coreutils::O2-noinline::dir,extract_dirs_from_files,0.125,0.25,0.125
coreutils::O2-noinline::dir,file_failure,0.6667,1.0,0.3333
coreutils::O2-noinline::dir,format_user_or_group,0.3333,0.5,0.1667
coreutils::O2-noinline::dir,format_user_or_group_width,0.25,0.5,0.25
coreutils::O2-noinline::dir,get_link_name,0.3333,0.6667,0.3333
coreutils::O2-noinline::dir,queue_directory,0.25,0.75,0.5
coreutils::O2-noinline::dir,quote_name,0.2857,0.3571,0.0714
coreutils::O2-noinline::dir,rev_strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::dir,rev_xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_name,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_size,0.0,1.0,1.0
coreutils::O2-noinline::dir,strcmp_df_width,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_atime,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_btime,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_ctime,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_extension,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_mtime,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_name,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_size,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_version,0.0,1.0,1.0
coreutils::O2-noinline::dir,xstrcoll_df_width,0.0,1.0,1.0
coreutils::O2-noinline::dircolors,append_entry,0.0909,0.2727,0.1818
coreutils::O2-noinline::dircolors,dc_parse_stream,0.4667,0.5333,0.0667
coreutils::O2-noinline::du,print_size,0.0,0.3333,0.3333
coreutils::O2-noinline::env,parse_block_signal_params,0.3333,0.5,0.1667
coreutils::O2-noinline::env,parse_signal_action_params,0.1429,0.2857,0.1429
coreutils::O2-noinline::expr,str_value,0.0,0.5,0.5
coreutils::O2-noinline::fmt,fmt,0.3333,0.6667,0.3333
coreutils::O2-noinline::fmt,get_paragraph,0.0,0.3333,0.3333
coreutils::O2-noinline::ginstall,abandon_move,0.1667,0.3333,0.1667
coreutils::O2-noinline::ginstall,announce_mkdir,0.0,0.6667,0.6667
coreutils::O2-noinline::ginstall,change_attributes,0.25,0.5,0.25
coreutils::O2-noinline::ginstall,change_timestamps,0.2,0.4,0.2
coreutils::O2-noinline::ginstall,copy_dir,0.15,0.2,0.05
coreutils::O2-noinline::ginstall,copy_file,0.3333,0.5,0.1667
coreutils::O2-noinline::ginstall,copy_reg,0.3529,0.3824,0.0294
coreutils::O2-noinline::ginstall,create_hard_link,0.25,0.5,0.25
coreutils::O2-noinline::ginstall,create_hole,0.4,0.6,0.2
coreutils::O2-noinline::ginstall,emit_verbose,0.0,0.6,0.6
coreutils::O2-noinline::ginstall,install_file_in_dir,0.2727,0.3636,0.0909
coreutils::O2-noinline::ginstall,install_file_in_file,0.6667,0.8333,0.1667
coreutils::O2-noinline::ginstall,install_file_in_file_parents,0.0,0.6667,0.6667
coreutils::O2-noinline::ginstall,make_ancestor,0.4,0.8,0.4
coreutils::O2-noinline::ginstall,overwrite_ok,0.25,0.375,0.125
coreutils::O2-noinline::ginstall,process_dir,0.0,0.4,0.4
coreutils::O2-noinline::ginstall,remember_copied,0.4,0.6,0.2
coreutils::O2-noinline::ginstall,set_file_security_ctx,0.2,0.4,0.2
