direction,opt,project,binary,function,arch,ged_base,ged_var,src_nodes,approximated
improved,O0,openssh-portable,ssh-keyscan,mac_init,x86-64,16.0,15.0,15,False
improved,O0,openssh-portable,ssh-keysign,mac_init,x86-64,16.0,15.0,15,False
improved,O0,openssh-portable,sshd,mac_init,x86-64,16.0,15.0,15,False
to_perfect,O0,openssh-portable,ssh,mac_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keyscan,mac_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keysign,mac_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,sshd,mac_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,scp,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,sftp,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,sftp-server,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-add,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-agent,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keygen,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keyscan,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-keysign,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,ssh-sk-helper,match_host_and_ip,x86-64,6.0,0.0,15,False
to_perfect,O0,openssh-portable,sshd,match_host_and_ip,x86-64,6.0,0.0,15,False
worsened,O0,openssh-portable,ssh-agent,match_key_hop,x86-64,3.0,8.0,28,False
improved,O0,openssh-portable,scp,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,sftp,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,sftp-server,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-add,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-agent,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-keygen,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-keyscan,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-keysign,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-pkcs11-helper,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,ssh-sk-helper,match_user,x86-64,13.0,5.0,15,False
improved,O0,openssh-portable,sshd,match_user,x86-64,13.0,5.0,15,False
worsened,O0,openssh-portable,sshd,mm_is_monitor,x86-64,10.0,12.0,3,False
to_perfect,O0,openssh-portable,sshd,monitor_allowed_key,x86-64,4.0,0.0,7,False
improved,O0,openssh-portable,ssh,mux_client_request_stdio_fwd,x86-64,7.0,2.0,53,False
worsened,O0,openssh-portable,ssh,muxserver_listen,x86-64,7.0,11.0,27,False
worsened,O0,openssh-portable,ssh-sk-helper,null_empty,x86-64,4.0,6.0,7,False
worsened,O0,openssh-portable,sshd,oom_adjust_restore,x86-64,4.0,17.0,10,False
to_perfect,O0,openssh-portable,ssh,open_listen_match_streamlocal,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,open_listen_match_streamlocal,x86-64,2.0,0.0,9,False
improved,O0,openssh-portable,ssh,open_listen_match_tcpip,x86-64,7.0,5.0,19,False
improved,O0,openssh-portable,sshd,open_listen_match_tcpip,x86-64,7.0,5.0,19,False
to_perfect,O0,openssh-portable,ssh,open_match,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,sshd,open_match,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,scp,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sftp,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sftp-server,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-add,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-agent,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keygen,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keyscan,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-keysign,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,ssh-sk-helper,opt_match,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sshd,opt_match,x86-64,2.0,0.0,5,False
worsened,O0,openssh-portable,ssh,option_clear_or_none,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keysign,option_clear_or_none,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sshd,option_clear_or_none,x86-64,10.0,12.0,3,False
to_perfect,O0,openssh-portable,scp,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,sftp,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,sftp-server,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-add,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-agent,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-keygen,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-keyscan,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-keysign,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,ssh-sk-helper,parse_absolute_time,x86-64,2.0,0.0,23,False
to_perfect,O0,openssh-portable,sshd,parse_absolute_time,x86-64,2.0,0.0,23,False
worsened,O0,openssh-portable,sftp,parse_args,x86-64,1.0,2.0,85,True
worsened,O0,openssh-portable,ssh,parse_forward,x86-64,9.0,10.0,65,True
worsened,O0,openssh-portable,ssh-keysign,parse_forward,x86-64,9.0,10.0,65,True
to_perfect,O0,openssh-portable,scp,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,sftp,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,sftp-server,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-add,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-agent,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keygen,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keyscan,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keysign,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-sk-helper,parse_ipqos,x86-64,6.0,0.0,16,False
to_perfect,O0,openssh-portable,sshd,parse_ipqos,x86-64,6.0,0.0,16,False
improved,O0,openssh-portable,scp,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,sftp,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,sftp-server,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-add,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-agent,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-keygen,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-keyscan,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-pkcs11-helper,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,ssh-sk-helper,parse_long_options,x86-64,23.0,9.0,60,False
improved,O0,openssh-portable,sshd,parse_long_options,x86-64,23.0,9.0,60,False
worsened,O0,openssh-portable,ssh,parse_prime,x86-64,1.0,3.0,63,True
worsened,O0,openssh-portable,ssh-keyscan,parse_prime,x86-64,1.0,3.0,63,True
worsened,O0,openssh-portable,sshd,parse_prime,x86-64,1.0,3.0,63,True
worsened,O0,openssh-portable,sshd,parse_server_match_testspec,x86-64,31.0,33.0,19,False
to_perfect,O0,openssh-portable,ssh,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-agent,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keyscan,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-sk-helper,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,pem_passphrase_cb,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh,pkcs11_get_key,x86-64,5.0,0.0,22,False
to_perfect,O0,openssh-portable,ssh-keygen,pkcs11_get_key,x86-64,5.0,0.0,22,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,pkcs11_get_key,x86-64,5.0,0.0,22,False
improved,O0,openssh-portable,sftp-server,platform_disable_tracing,x86-64,9.0,5.0,2,False
improved,O0,openssh-portable,ssh-agent,platform_disable_tracing,x86-64,9.0,5.0,2,False
improved,O0,openssh-portable,sshd,platform_disable_tracing,x86-64,9.0,5.0,2,False
to_perfect,O0,openssh-portable,sshd,platform_locked_account,x86-64,10.0,0.0,11,False
worsened,O0,openssh-portable,sshd,platform_privileged_uidswap,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sshd,prepare_auth_info_file,x86-64,2.0,12.0,16,False
improved,O0,openssh-portable,ssh,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-add,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-agent,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-keygen,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-keyscan,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-keysign,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-pkcs11-helper,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh-sk-helper,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,sshd,private2_decrypt,x86-64,8.0,6.0,74,True
improved,O0,openssh-portable,ssh,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-add,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-agent,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-keygen,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-keyscan,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-keysign,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-pkcs11-helper,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,ssh-sk-helper,private2_uudecode,x86-64,10.0,8.0,32,False
improved,O0,openssh-portable,sshd,private2_uudecode,x86-64,10.0,8.0,32,False
worsened,O0,openssh-portable,sftp-server,process,x86-64,8.0,12.0,38,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,process,x86-64,21.0,23.0,22,False
worsened,O0,openssh-portable,sshd,process,x86-64,8.0,12.0,38,False
improved,O0,openssh-portable,ssh,process_config_line_depth,x86-64,70.0,67.0,590,True
improved,O0,openssh-portable,ssh-keysign,process_config_line_depth,x86-64,70.0,67.0,590,True
to_perfect,O0,openssh-portable,sshd,process_input,x86-64,4.0,0.0,13,False
worsened,O0,openssh-portable,sshd,process_permitopen_list,x86-64,4.0,10.0,21,False
worsened,O0,openssh-portable,sshd,process_server_config_line_depth,x86-64,25.0,27.0,663,True
worsened,O0,openssh-portable,sshd,pty_setowner,x86-64,9.0,11.0,25,False
worsened,O0,openssh-portable,ssh-agent,reaper,x86-64,27.0,30.0,22,False
to_perfect,O0,openssh-portable,ssh,remote_open_match,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,sshd,remote_open_match,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh,reserve,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,reserve,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,reserve,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,reserve,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,reserve,x86-64,4.0,0.0,9,False
improved,O0,openssh-portable,ssh,retop,x86-64,8.0,6.0,6,False
improved,O0,openssh-portable,ssh-add,retop,x86-64,8.0,6.0,6,False
improved,O0,openssh-portable,ssh-keygen,retop,x86-64,8.0,6.0,6,False
improved,O0,openssh-portable,ssh-keysign,retop,x86-64,8.0,6.0,6,False
improved,O0,openssh-portable,sshd,retop,x86-64,8.0,6.0,6,False
to_perfect,O0,openssh-portable,ssh,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-add,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-agent,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keygen,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keyscan,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-keysign,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,ssh-sk-helper,rsa_generate_private_key,x86-64,2.0,0.0,16,False
to_perfect,O0,openssh-portable,sshd,rsa_generate_private_key,x86-64,2.0,0.0,16,False
improved,O0,openssh-portable,scp,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,sftp,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,sftp-server,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-add,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-agent,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-keygen,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-keyscan,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-keysign,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-pkcs11-helper,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,ssh-sk-helper,safe_path,x86-64,6.0,5.0,30,False
improved,O0,openssh-portable,sshd,safe_path,x86-64,6.0,5.0,30,False
to_perfect,O0,openssh-portable,sshd,session_break_req,x86-64,2.0,0.0,9,False
improved,O0,openssh-portable,ssh,set_control_persist_exit_time,x86-64,9.0,3.0,12,False
improved,O0,openssh-portable,ssh-keygen,sig_process_opts,x86-64,7.0,2.0,29,False
improved,O0,openssh-portable,ssh,sockaddr_is_local,x86-64,13.0,11.0,10,False
worsened,O0,openssh-portable,ssh,ssh_agent_bind_hostkey,x86-64,9.0,13.0,22,False
worsened,O0,openssh-portable,ssh-add,ssh_agent_bind_hostkey,x86-64,9.0,13.0,22,False
worsened,O0,openssh-portable,ssh-keygen,ssh_agent_bind_hostkey,x86-64,9.0,13.0,22,False
worsened,O0,openssh-portable,sshd,ssh_agent_bind_hostkey,x86-64,9.0,13.0,22,False
to_perfect,O0,openssh-portable,ssh,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-agent,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,ssh_compatible_openssl,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-agent,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-sk-helper,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,ssh_digest_by_alg,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-add,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-agent,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keygen,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keysign,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-sk-helper,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,sshd,ssh_digest_final,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-agent,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-sk-helper,ssh_digest_start,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,ssh_digest_start,x86-64,2.0,0.0,9,False
improved,O0,openssh-portable,ssh,ssh_dispatch_range,x86-64,11.0,8.0,4,False
improved,O0,openssh-portable,ssh-keyscan,ssh_dispatch_range,x86-64,11.0,8.0,4,False
improved,O0,openssh-portable,ssh-keysign,ssh_dispatch_range,x86-64,11.0,8.0,4,False
improved,O0,openssh-portable,sshd,ssh_dispatch_range,x86-64,11.0,8.0,4,False
worsened,O0,openssh-portable,ssh,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-add,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-agent,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-keygen,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-keyscan,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-keysign,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,ssh-sk-helper,ssh_dss_sign,x86-64,12.0,16.0,32,False
worsened,O0,openssh-portable,sshd,ssh_dss_sign,x86-64,12.0,16.0,32,False
improved,O0,openssh-portable,ssh,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-add,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-agent,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-keygen,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-keyscan,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-keysign,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-pkcs11-helper,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,ssh-sk-helper,ssh_dss_verify,x86-64,13.0,9.0,44,False
improved,O0,openssh-portable,sshd,ssh_dss_verify,x86-64,13.0,9.0,44,False
to_perfect,O0,openssh-portable,ssh,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-add,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-agent,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-keygen,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-keyscan,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-keysign,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,ssh-sk-helper,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
to_perfect,O0,openssh-portable,sshd,ssh_ecdsa_sign,x86-64,6.0,0.0,35,False
worsened,O0,openssh-portable,ssh,ssh_ecdsa_sk_verify,x86-64,5.0,7.0,71,True
worsened,O0,openssh-portable,ssh-add,ssh_ecdsa_sk_verify,x86-64,5.0,7.0,71,True
worsened,O0,openssh-portable,ssh-agent,ssh_ecdsa_sk_verify,x86-64,5.0,7.0,71,True
worsened,O0,openssh-portable,ssh-keygen,ssh_ecdsa_sk_verify,x86-64,5.0,7.0,71,True
worsened,O0,openssh-portable,ssh-keyscan,ssh_ecdsa_sk_verify,x86-64,5.0,7.0,71,True
