direction,opt,project,binary,function,arch,ged_base,ged_var,src_nodes,approximated
improved,O0,openssh-portable,ssh-agent,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,ssh-keygen,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,ssh-keyscan,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,ssh-keysign,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,ssh-pkcs11-helper,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,ssh-sk-helper,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
improved,O0,openssh-portable,sshd,addr_xaddr_to_sa,x86-64,8.0,5.0,15,False
to_perfect,O0,openssh-portable,ssh,agent_encode_alg,x86-64,9.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh-add,agent_encode_alg,x86-64,9.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh-keygen,agent_encode_alg,x86-64,9.0,0.0,12,False
to_perfect,O0,openssh-portable,sshd,agent_encode_alg,x86-64,9.0,0.0,12,False
worsened,O0,openssh-portable,sshd,allowed_user,x86-64,29.0,33.0,58,False
worsened,O0,openssh-portable,scp,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,sftp,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,sftp-server,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-add,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-agent,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-keygen,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-keyscan,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-keysign,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,ssh-sk-helper,argv_split,x86-64,19.0,23.0,51,False
worsened,O0,openssh-portable,sshd,argv_split,x86-64,19.0,23.0,51,False
improved,O0,openssh-portable,sshd,auth2_challenge,x86-64,12.0,6.0,9,False
worsened,O0,openssh-portable,sshd,auth_log,x86-64,59.0,66.0,31,False
improved,O0,openssh-portable,sshd,auth_password,x86-64,12.0,6.0,16,False
to_perfect,O0,openssh-portable,sshd,auth_root_allowed,x86-64,4.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh,authmethod_is_enabled,x86-64,4.0,0.0,11,False
worsened,O0,openssh-portable,sshd,bind_permitted,x86-64,2.0,8.0,7,False
worsened,O0,openssh-portable,ssh,bitmap_clear_bit,x86-64,2.0,8.0,7,False
worsened,O0,openssh-portable,ssh-add,bitmap_clear_bit,x86-64,2.0,8.0,7,False
worsened,O0,openssh-portable,ssh-keygen,bitmap_clear_bit,x86-64,2.0,8.0,7,False
worsened,O0,openssh-portable,ssh-keysign,bitmap_clear_bit,x86-64,2.0,8.0,7,False
worsened,O0,openssh-portable,sshd,bitmap_clear_bit,x86-64,2.0,8.0,7,False
to_perfect,O0,openssh-portable,ssh,bitmap_nbits,x86-64,2.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh-add,bitmap_nbits,x86-64,2.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh-keygen,bitmap_nbits,x86-64,2.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh-keysign,bitmap_nbits,x86-64,2.0,0.0,12,False
to_perfect,O0,openssh-portable,sshd,bitmap_nbits,x86-64,2.0,0.0,12,False
to_perfect,O0,openssh-portable,ssh,bitmap_test_bit,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-add,bitmap_test_bit,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keygen,bitmap_test_bit,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,ssh-keysign,bitmap_test_bit,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,bitmap_test_bit,x86-64,2.0,0.0,7,False
worsened,O0,openssh-portable,ssh,bitmap_to_string,x86-64,3.0,5.0,14,False
worsened,O0,openssh-portable,ssh-add,bitmap_to_string,x86-64,3.0,5.0,14,False
worsened,O0,openssh-portable,ssh-keygen,bitmap_to_string,x86-64,3.0,5.0,14,False
worsened,O0,openssh-portable,ssh-keysign,bitmap_to_string,x86-64,3.0,5.0,14,False
worsened,O0,openssh-portable,sshd,bitmap_to_string,x86-64,3.0,5.0,14,False
to_perfect,O0,openssh-portable,ssh-agent,buf_equal,x86-64,2.0,0.0,9,False
worsened,O0,openssh-portable,ssh,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-add,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-agent,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keygen,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keyscan,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-keysign,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,ssh-sk-helper,cert_compare,x86-64,2.0,8.0,13,False
worsened,O0,openssh-portable,sshd,cert_compare,x86-64,2.0,8.0,13,False
improved,O0,openssh-portable,ssh-keygen,cert_ext_cmp,x86-64,6.0,4.0,15,False
to_perfect,O0,openssh-portable,ssh,chan_is_dead,x86-64,4.0,0.0,26,False
to_perfect,O0,openssh-portable,sshd,chan_is_dead,x86-64,4.0,0.0,26,False
improved,O0,openssh-portable,ssh,chan_rcvd_ieof,x86-64,8.0,4.0,14,False
improved,O0,openssh-portable,sshd,chan_rcvd_ieof,x86-64,8.0,4.0,14,False
worsened,O0,openssh-portable,ssh,chan_shutdown_extended_read,x86-64,5.0,10.0,10,False
worsened,O0,openssh-portable,sshd,chan_shutdown_extended_read,x86-64,5.0,10.0,10,False
worsened,O0,openssh-portable,ssh,chan_shutdown_read,x86-64,8.0,15.0,9,False
worsened,O0,openssh-portable,sshd,chan_shutdown_read,x86-64,8.0,15.0,9,False
worsened,O0,openssh-portable,ssh,channel_before_prepare_io_rdynamic,x86-64,13.0,17.0,29,False
worsened,O0,openssh-portable,sshd,channel_before_prepare_io_rdynamic,x86-64,13.0,17.0,29,False
improved,O0,openssh-portable,ssh,channel_check_window,x86-64,14.0,8.0,21,False
improved,O0,openssh-portable,sshd,channel_check_window,x86-64,14.0,8.0,21,False
improved,O0,openssh-portable,ssh,channel_close_fds,x86-64,7.0,5.0,12,False
improved,O0,openssh-portable,sshd,channel_close_fds,x86-64,7.0,5.0,12,False
worsened,O0,openssh-portable,ssh,channel_handle_efd_read,x86-64,12.0,20.0,25,False
worsened,O0,openssh-portable,sshd,channel_handle_efd_read,x86-64,12.0,20.0,25,False
improved,O0,openssh-portable,ssh,channel_handle_rfd,x86-64,27.0,21.0,69,True
improved,O0,openssh-portable,sshd,channel_handle_rfd,x86-64,27.0,21.0,69,True
improved,O0,openssh-portable,ssh,channel_handle_wfd,x86-64,24.0,7.0,54,False
improved,O0,openssh-portable,sshd,channel_handle_wfd,x86-64,24.0,7.0,54,False
worsened,O0,openssh-portable,ssh,channel_handler,x86-64,8.0,11.0,28,False
worsened,O0,openssh-portable,sshd,channel_handler,x86-64,8.0,11.0,28,False
worsened,O0,openssh-portable,ssh,channel_input_data,x86-64,7.0,19.0,28,False
worsened,O0,openssh-portable,sshd,channel_input_data,x86-64,7.0,19.0,28,False
to_perfect,O0,openssh-portable,ssh,channel_input_ieof,x86-64,7.0,0.0,10,False
to_perfect,O0,openssh-portable,sshd,channel_input_ieof,x86-64,7.0,0.0,10,False
worsened,O0,openssh-portable,ssh,channel_output_poll_input_open,x86-64,14.0,19.0,45,False
worsened,O0,openssh-portable,sshd,channel_output_poll_input_open,x86-64,14.0,19.0,45,False
worsened,O0,openssh-portable,ssh,channel_post_connecting,x86-64,7.0,14.0,37,False
worsened,O0,openssh-portable,sshd,channel_post_connecting,x86-64,7.0,14.0,37,False
worsened,O0,openssh-portable,ssh,channel_post_mux_client_read,x86-64,3.0,18.0,16,False
worsened,O0,openssh-portable,sshd,channel_post_mux_client_read,x86-64,3.0,18.0,16,False
worsened,O0,openssh-portable,ssh,channel_post_mux_client_write,x86-64,4.0,15.0,14,False
worsened,O0,openssh-portable,sshd,channel_post_mux_client_write,x86-64,4.0,15.0,14,False
worsened,O0,openssh-portable,ssh,channel_post_mux_listener,x86-64,7.0,18.0,15,False
worsened,O0,openssh-portable,sshd,channel_post_mux_listener,x86-64,7.0,18.0,15,False
improved,O0,openssh-portable,ssh,channel_pre_open,x86-64,14.0,7.0,42,False
improved,O0,openssh-portable,sshd,channel_pre_open,x86-64,14.0,7.0,42,False
worsened,O0,openssh-portable,ssh,channel_register_fds,x86-64,16.0,34.0,48,False
worsened,O0,openssh-portable,sshd,channel_register_fds,x86-64,16.0,34.0,48,False
to_perfect,O0,openssh-portable,ssh,channel_rfwd_bind_host,x86-64,2.0,0.0,7,False
to_perfect,O0,openssh-portable,sshd,channel_rfwd_bind_host,x86-64,2.0,0.0,7,False
worsened,O0,openssh-portable,ssh,check_agent_present,x86-64,9.0,12.0,4,False
improved,O0,openssh-portable,ssh,check_follow_cname,x86-64,7.0,5.0,20,False
worsened,O0,openssh-portable,sshd,check_ip_options,x86-64,4.0,10.0,12,False
improved,O0,openssh-portable,ssh,check_load,x86-64,28.0,25.0,11,False
worsened,O0,openssh-portable,ssh-agent,check_parent_exists,x86-64,5.0,8.0,4,False
improved,O0,openssh-portable,ssh,check_rfwd_permission,x86-64,20.0,14.0,13,False
improved,O0,openssh-portable,sshd,check_rfwd_permission,x86-64,20.0,14.0,13,False
improved,O0,openssh-portable,ssh,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-add,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-agent,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-keygen,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-keyscan,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-keysign,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-pkcs11-helper,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,ssh-sk-helper,cipher_crypt,x86-64,6.0,5.0,33,False
improved,O0,openssh-portable,sshd,cipher_crypt,x86-64,6.0,5.0,33,False
worsened,O0,openssh-portable,ssh,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-add,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-agent,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-keygen,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-keyscan,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-keysign,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh-sk-helper,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,sshd,ciphers_valid,x86-64,8.0,10.0,15,False
worsened,O0,openssh-portable,ssh,client_wait_until_can_do_something,x86-64,8.0,18.0,47,False
improved,O0,openssh-portable,sshd,collect_children,x86-64,5.0,3.0,10,False
worsened,O0,openssh-portable,ssh,compare_host,x86-64,2.0,8.0,9,False
worsened,O0,openssh-portable,ssh,compat_init_setproctitle,x86-64,2.0,8.0,25,False
worsened,O0,openssh-portable,sshd,compat_init_setproctitle,x86-64,2.0,8.0,25,False
to_perfect,O0,openssh-portable,ssh-keygen,confirm_overwrite,x86-64,2.0,0.0,9,False
worsened,O0,openssh-portable,ssh-keygen,confirm_sk_overwrite,x86-64,17.0,19.0,7,False
worsened,O0,openssh-portable,scp,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,sftp,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,sftp-server,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-add,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-agent,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-keygen,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-keyscan,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-keysign,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,ssh-sk-helper,convtime,x86-64,21.0,23.0,30,False
worsened,O0,openssh-portable,sshd,convtime,x86-64,21.0,23.0,30,False
improved,O0,openssh-portable,scp,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,sftp,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,ssh,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,ssh-add,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,ssh-keygen,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,ssh-keysign,dangerous_locale,x86-64,18.0,12.0,11,False
improved,O0,openssh-portable,sshd,dangerous_locale,x86-64,18.0,12.0,11,False
to_perfect,O0,openssh-portable,ssh,decode_reply,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,decode_reply,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,decode_reply,x86-64,4.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,decode_reply,x86-64,4.0,0.0,9,False
improved,O0,openssh-portable,ssh,dh_gen_key,x86-64,11.0,5.0,22,False
improved,O0,openssh-portable,ssh-keyscan,dh_gen_key,x86-64,11.0,5.0,22,False
improved,O0,openssh-portable,sshd,dh_gen_key,x86-64,11.0,5.0,22,False
worsened,O0,openssh-portable,sshd,do_cleanup,x86-64,8.0,14.0,14,False
to_perfect,O0,openssh-portable,scp,do_local_cmd,x86-64,2.0,0.0,20,False
worsened,O0,openssh-portable,sshd,do_motd,x86-64,6.0,10.0,5,False
off_perfect,O0,openssh-portable,sshd,do_nologin,x86-64,0.0,8.0,9,False
worsened,O0,openssh-portable,sshd,drop_connection,x86-64,4.0,5.0,13,False
worsened,O0,openssh-portable,ssh,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-add,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-agent,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-keygen,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-keyscan,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-keysign,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,ssh-sk-helper,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,sshd,ecdsa_generate_private_key,x86-64,2.0,8.0,12,False
worsened,O0,openssh-portable,scp,encode_attrib,x86-64,12.0,14.0,19,False
worsened,O0,openssh-portable,sftp,encode_attrib,x86-64,12.0,14.0,19,False
worsened,O0,openssh-portable,sftp-server,encode_attrib,x86-64,12.0,14.0,19,False
worsened,O0,openssh-portable,sshd,encode_attrib,x86-64,12.0,14.0,19,False
improved,O0,openssh-portable,sshd,fill_default_server_options,x86-64,27.0,25.0,174,True
to_perfect,O0,openssh-portable,scp,find_brace,x86-64,6.0,0.0,28,False
to_perfect,O0,openssh-portable,ssh,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-add,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-agent,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keygen,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keyscan,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-keysign,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh-sk-helper,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,sshd,fingerprint_b64,x86-64,2.0,0.0,9,False
to_perfect,O0,openssh-portable,ssh,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-add,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-agent,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-keygen,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-keyscan,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-keysign,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,ssh-sk-helper,fingerprint_hex,x86-64,2.0,0.0,8,False
to_perfect,O0,openssh-portable,sshd,fingerprint_hex,x86-64,2.0,0.0,8,False
worsened,O0,openssh-portable,sshd,get_connection_info,x86-64,2.0,12.0,5,False
worsened,O0,openssh-portable,ssh,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-add,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-agent,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-keygen,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-keyscan,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-keysign,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,ssh-sk-helper,get_ec,x86-64,4.0,5.0,11,False
worsened,O0,openssh-portable,sshd,get_ec,x86-64,4.0,5.0,11,False
to_perfect,O0,openssh-portable,sshd,get_hostkey_by_index,x86-64,2.0,0.0,5,False
to_perfect,O0,openssh-portable,sshd,get_hostkey_public_by_index,x86-64,2.0,0.0,5,False
improved,O0,openssh-portable,scp,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,sftp,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,sftp-server,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-add,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-agent,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-keygen,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-keyscan,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-pkcs11-helper,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,ssh-sk-helper,getopt_internal,x86-64,11.0,9.0,118,True
improved,O0,openssh-portable,sshd,getopt_internal,x86-64,11.0,9.0,118,True
worsened,O0,openssh-portable,scp,glob0,x86-64,8.0,15.0,60,True
worsened,O0,openssh-portable,sftp,glob0,x86-64,8.0,15.0,60,True
worsened,O0,openssh-portable,ssh,glob0,x86-64,8.0,15.0,60,True
worsened,O0,openssh-portable,ssh-keysign,glob0,x86-64,8.0,15.0,60,True
worsened,O0,openssh-portable,sshd,glob0,x86-64,8.0,15.0,60,True
improved,O0,openssh-portable,scp,glob3,x86-64,9.0,8.0,33,False
improved,O0,openssh-portable,sftp,glob3,x86-64,9.0,8.0,33,False
improved,O0,openssh-portable,ssh,glob3,x86-64,9.0,8.0,33,False
improved,O0,openssh-portable,ssh-keysign,glob3,x86-64,9.0,8.0,33,False
improved,O0,openssh-portable,sshd,glob3,x86-64,9.0,8.0,33,False
worsened,O0,openssh-portable,scp,globpath_is_dir,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sftp,globpath_is_dir,x86-64,10.0,12.0,3,False
to_perfect,O0,openssh-portable,ssh-agent,handle_conn_read,x86-64,4.0,0.0,15,False
improved,O0,openssh-portable,ssh-agent,handle_conn_write,x86-64,4.0,2.0,13,False
worsened,O0,openssh-portable,sftp-server,handle_to_string,x86-64,2.0,8.0,5,False
worsened,O0,openssh-portable,sshd,handle_to_string,x86-64,2.0,8.0,5,False
to_perfect,O0,openssh-portable,scp,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,sftp,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,sftp-server,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-add,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-agent,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-keygen,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-keyscan,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-keysign,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-pkcs11-helper,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,ssh-sk-helper,hexchar,x86-64,2.0,0.0,17,False
to_perfect,O0,openssh-portable,sshd,hexchar,x86-64,2.0,0.0,17,False
improved,O0,openssh-portable,ssh,hostkeys_check_old,x86-64,6.0,2.0,12,False
improved,O0,openssh-portable,ssh,hostkeys_find_by_key,x86-64,5.0,2.0,17,False
worsened,O0,openssh-portable,ssh,hostkeys_find_by_key_cb,x86-64,3.0,9.0,11,False
to_perfect,O0,openssh-portable,ssh,hostspec_is_complex,x86-64,2.0,0.0,9,False
improved,O0,openssh-portable,ssh,insert_serial_range,x86-64,8.0,5.0,27,False
improved,O0,openssh-portable,ssh-add,insert_serial_range,x86-64,8.0,5.0,27,False
improved,O0,openssh-portable,ssh-keygen,insert_serial_range,x86-64,8.0,5.0,27,False
improved,O0,openssh-portable,ssh-keysign,insert_serial_range,x86-64,8.0,5.0,27,False
improved,O0,openssh-portable,sshd,insert_serial_range,x86-64,8.0,5.0,27,False
improved,O0,openssh-portable,ssh,is_addr_fast,x86-64,12.0,9.0,5,False
worsened,O0,openssh-portable,ssh,is_key_revoked,x86-64,12.0,13.0,25,False
worsened,O0,openssh-portable,ssh-add,is_key_revoked,x86-64,12.0,13.0,25,False
worsened,O0,openssh-portable,ssh-keygen,is_key_revoked,x86-64,12.0,13.0,25,False
worsened,O0,openssh-portable,ssh-keysign,is_key_revoked,x86-64,12.0,13.0,25,False
worsened,O0,openssh-portable,sshd,is_key_revoked,x86-64,12.0,13.0,25,False
improved,O0,openssh-portable,ssh,kex_assemble_names,x86-64,9.0,5.0,40,False
improved,O0,openssh-portable,ssh-keyscan,kex_assemble_names,x86-64,9.0,5.0,40,False
improved,O0,openssh-portable,ssh-keysign,kex_assemble_names,x86-64,9.0,5.0,40,False
improved,O0,openssh-portable,sshd,kex_assemble_names,x86-64,9.0,5.0,40,False
to_perfect,O0,openssh-portable,ssh,kex_names_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keyscan,kex_names_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh-keysign,kex_names_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,sshd,kex_names_valid,x86-64,2.0,0.0,13,False
to_perfect,O0,openssh-portable,ssh,kex_verify_host_key,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keyscan,kex_verify_host_key,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh-keysign,kex_verify_host_key,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,sshd,kex_verify_host_key,x86-64,2.0,0.0,11,False
to_perfect,O0,openssh-portable,ssh,key_accepted_by_hostkeyalgs,x86-64,7.0,0.0,11,False
worsened,O0,openssh-portable,ssh,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-add,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-agent,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-keygen,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-keyscan,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-keysign,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,ssh-sk-helper,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,sshd,key_type_is_ecdsa_variant,x86-64,6.0,8.0,3,False
worsened,O0,openssh-portable,sshd,lastlog_openseek,x86-64,3.0,5.0,13,False
to_perfect,O0,openssh-portable,sshd,list_starts_with,x86-64,2.0,0.0,13,False
worsened,O0,openssh-portable,scp,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sftp,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sftp-server,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-add,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-agent,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keygen,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keyscan,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-keysign,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-pkcs11-helper,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,ssh-sk-helper,log_is_on_stderr,x86-64,10.0,12.0,3,False
worsened,O0,openssh-portable,sshd,log_is_on_stderr,x86-64,10.0,12.0,3,False
improved,O0,openssh-portable,ssh,mac_compute,x86-64,17.0,13.0,20,False
improved,O0,openssh-portable,ssh-keyscan,mac_compute,x86-64,17.0,13.0,20,False
improved,O0,openssh-portable,ssh-keysign,mac_compute,x86-64,17.0,13.0,20,False
improved,O0,openssh-portable,sshd,mac_compute,x86-64,17.0,13.0,20,False
improved,O0,openssh-portable,ssh,mac_init,x86-64,16.0,15.0,15,False
